"ind","altura","d1","d2","ar","arp","prot","volume","biov","biomassa"
232,126.48,52,102,9511.33,9511.33,100,351256.1968,351256.1968,0.03969195
233,171.51,50,161.24,19923.21,19923.21,100,723987.1585,723987.1585,0.081810549
234,166.07,76,136.15,17066.61,17066.61,100,899748.3233,899748.3233,0.101671561
235,228.48,59,211.86,35657.87,35657.87,100,1495366.999,1495366.999,0.168976471
236,149.6,44,119.68,13535.62,10569.53,78.0867814,412481.498,322093.5256,0.036396568
237,150.2,55,114.84,13716.55,13716.55,100,496734.6189,496734.6189,0.056131012
238,165.47,66,137.96,17019.3,17019.3,100,788887.3834,788887.3834,0.089144274
239,135.7,50,130.71,13195.67,13195.67,100,464362.6586,464362.6586,0.05247298
240,235.73,97,224.7,39297.16,39297.16,100,2690223.024,2690223.024,0.303995202
241,183.73,62,149.6,20922.4,20922.4,100,892281.6885,892281.6885,0.100827831
242,148.39,55,134.34,14578.04,11229.8,77.03230338,574078.5111,442225.9003,0.049971527
244,109.4,48,101.4,7839.44,7839.44,100,278801.5197,278801.5197,0.031504572
245,283.38,116,259.88,56417.93,56417.93,100,4472997.605,4472997.605,0.505448729
246,157,54,137.96,16242.98,5560.45,34.23294248,612414.1552,209647.3855,0.023690155
247,121.49,40,119.68,10615.06,10615.06,100,304523.4394,304523.4394,0.034411149
248,228.33,90,197.35,34083.36,10497.23,30.79869473,2123446.088,653993.6784,0.073901286
249,163.05,64,154.44,19666.26,19666.26,100,843838.2208,843838.2208,0.095353719
250,125.12,51,119.08,10469.25,3627.07,34.64498412,397863.7394,137839.8293,0.015575901
251,103.81,40,84.32,6417.42,6417.42,100,183327.832,183327.832,0.020716045
252,106.38,36,95.2,7386.13,7386.13,100,190896.5403,190896.5403,0.021571309
253,199.16,78,166.68,25872.55,25872.55,100,1355747.569,1355747.569,0.153199475
254,204,90,186.92,27188.73,27188.73,100,1796913.087,1796913.087,0.203051179
255,121.04,48,146.58,12993.43,12993.43,100,445906.1807,445906.1807,0.050387398
256,149.6,68,143.56,15454.39,15454.39,100,764667.4051,764667.4051,0.086407417
257,93.99,39,90.36,5992.51,5992.51,100,173428.7529,173428.7529,0.019597449
258,156.4,48,129.5,15251.5,15251.5,100,509033.5144,509033.5144,0.057520787
259,191.76,70,147.18,21710.48,15227.4,70.1384769,1034435.656,725537.4139,0.081985728
260,109.86,35,106.23,8140.59,8140.59,100,213871.7598,213871.7598,0.024167509
261,161.84,59,137.96,17001.17,17001.17,100,689746.7923,689746.7923,0.077941388
262,116.05,46,97.16,8690.92,8690.92,100,271574.5728,271574.5728,0.030687927
